Surname,First_Name,Cognome e Nome,Genere,S.S.D.,ateneo,ID,fascia_id,Scopus_id,Total_Papers,Total_Citations,H-index,papers_1984,papers_1987,papers_1989,papers_1992,papers_1994,papers_1995,papers_1997,papers_1998,papers_1999,papers_2000,papers_2002,papers_2003,papers_2004,papers_2006,papers_2007,papers_2008,papers_2009,papers_2011,papers_2012,papers_2013,papers_2014,papers_2016,papers_2017,papers_2018,papers_2019,papers_2020,papers_2021,papers_2022,papers_2023,citations_1984,citations_1987,citations_1989,citations_1992,citations_1994,citations_1995,citations_1997,citations_1998,citations_1999,citations_2000,citations_2002,citations_2003,citations_2004,citations_2006,citations_2007,citations_2008,citations_2009,citations_2011,citations_2012,citations_2013,citations_2014,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,Journal,papers_2010,papers_2015,citations_2010,citations_2015,Book,Book Series,papers_1996,papers_2001,citations_1996,citations_2001,papers_2005,citations_2005,papers_1990,papers_1991,papers_1993,citations_1990,citations_1991,citations_1993,Conference Proceeding,papers_1988,citations_1988,papers_1982,citations_1982,Trade Journal,papers_1985,papers_1986,citations_1985,citations_1986,papers_1983,citations_1983,papers_1976,citations_1976,papers_1979,papers_1981,citations_1979,citations_1981,papers_1978,citations_1978,papers_1973,papers_1977,papers_1980,citations_1973,citations_1977,citations_1980,Report,papers_1975,citations_1975,papers_1974,citations_1974,papers_1972,citations_1972,papers_1960,citations_1960,papers_1971,citations_1971,papers_1970,citations_1970,papers_1968,papers_1969,citations_1968,citations_1969,papers_1959,papers_1963,papers_1964,papers_1966,papers_1967,citations_1959,citations_1963,citations_1964,citations_1966,citations_1967,papers_1954,citations_1954,papers_1961,papers_1962,papers_1965,citations_1961,citations_1962,citations_1965,papers_1955,citations_1955,papers_1952,citations_1952,papers_1957,citations_1957,papers_1953,papers_1956,papers_1958,citations_1953,citations_1956,citations_1958,papers_1947,citations_1947,papers_1950,papers_1951,citations_1950,citations_1951,papers_2024,citations_2024,papers_1948,citations_1948,papers_1937,citations_1937,papers_1902,papers_1904,papers_1908,citations_1902,citations_1904,citations_1908,papers_1939,citations_1939,Abilitato,Anno_abilitazione,ricercatore_to_associato,associato_to_ordinario,fascia_id_2012,fascia_id_2013,fascia_id_2014,fascia_id_2015,fascia_id_2016,fascia_id_2017,fascia_id_2018,fascia_id_2019,fascia_id_2020,fascia_id_2021,fascia_id_2022,Cod_AreaCUN,ESEC/FSE_2019,MSR_2016,ICSA_2016,ICSA_2020,ECSA_2018,ECSA_2014,ICSA_2014,ICSA_2018,ICSA_2022,ESEC/FSE_2017,ICSE_2016,ICSE_2017,ICSE_2019,ICSE_2015,ICSE_2014,ASE_2018,ECSA_2019,ICSA_2021,ASE_2017,ICSA_2017,ASE_2015,ASE_2014,MSR_2014,RE_2020,ECSA_2017,ICSA_2023,ICSA_2015,ICSA_2019,SEAMS_2016,SEAMS_2015
Cortellessa,Vittorio,CORTELLESSA Vittorio,M,INF/01,L_AQUILA,2070,1,9-s2.0-6603764364,136.0,1831.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,0.0,6.0,3.0,9.0,6.0,5.0,5.0,9.0,8.0,7.0,7.0,3.0,7.0,3.0,4.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,149.0,203.0,0.0,72.0,72.0,256.0,137.0,28.0,28.0,75.0,71.0,105.0,9.0,14.0,48.0,24.0,27.0,32.0,9.0,0.0,36.0,10.0,7.0,128.0,63.0,1.0,24.0,0.0,4.0,0.0,148.0,8.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017.0,0.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Mongiello,Marina,MONGIELLO Marina,F,ING-INF/05,Politecnico di BARI,7156,0,9-s2.0-6603434297,89.0,1136.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,8.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,5.0,10.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,18.0,78.0,341.0,197.0,74.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,45.0,34.0,35.0,41.0,20.0,0.0,8.0,0.0,23.0,1.0,4.0,8.0,15.0,2.0,14.0,0.0,2.0,0.0,2.0,5.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2015.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muccini,Henry,MUCCINI Henry,M,INF/01,L_AQUILA,2306,1,9-s2.0-6603279141,180.0,2287.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,5.0,4.0,9.0,11.0,5.0,6.0,11.0,7.0,10.0,9.0,14.0,11.0,13.0,9.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,49.0,0.0,98.0,130.0,41.0,81.0,54.0,121.0,24.0,311.0,247.0,99.0,121.0,141.0,144.0,84.0,47.0,33.0,8.0,0.0,42.0,8.0,11.0,183.0,84.0,2.0,38.0,0.0,2.0,0.0,67.0,6.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2018.0,2014.0,2021.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Caivano,Danilo,CAIVANO Danilo,M,ING-INF/05,BARI,48481,1,9-s2.0-6603243250,129.0,1476.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,3.0,1.0,6.0,4.0,5.0,6.0,5.0,6.0,7.0,4.0,15.0,9.0,13.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,108.0,43.0,12.0,4.0,64.0,42.0,66.0,65.0,61.0,130.0,50.0,74.0,266.0,75.0,135.0,15.0,3.0,0.0,31.0,3.0,5.0,19.0,61.0,3.0,32.0,0.0,3.0,0.0,74.0,6.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019.0,0.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brugali,Davide,BRUGALI Davide,M,ING-INF/05,BERGAMO,71880,1,9-s2.0-6603089384,68.0,978.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,8.0,1.0,2.0,1.0,5.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,70.0,63.0,0.0,0.0,11.0,54.0,3.0,162.0,0.0,41.0,116.0,42.0,65.0,5.0,23.0,14.0,23.0,0.0,0.0,1.0,20.0,5.0,2.0,179.0,43.0,1.0,18.0,1.0,1.0,18.0,7.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zimeo,Eugenio,ZIMEO Eugenio,M,ING-INF/05,SANNIO di BENEVENTO,41657,1,9-s2.0-6602933134,103.0,757.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,5.0,6.0,5.0,10.0,4.0,3.0,6.0,7.0,8.0,3.0,2.0,4.0,3.0,11.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,19.0,128.0,82.0,102.0,12.0,37.0,21.0,9.0,40.0,58.0,25.0,28.0,19.0,40.0,4.0,13.0,0.0,0.0,23.0,4.0,2.0,19.0,12.0,2.0,16.0,0.0,0.0,0.0,0.0,7.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020.0,2014.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Di penta,Massimiliano,DI PENTA Massimiliano,M,ING-INF/05,SANNIO di BENEVENTO,41533,1,9-s2.0-6602794138,345.0,13500.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,11.0,13.0,23.0,17.0,17.0,21.0,18.0,20.0,21.0,14.0,21.0,17.0,14.0,17.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,394.0,107.0,414.0,379.0,793.0,744.0,691.0,501.0,801.0,1094.0,1143.0,602.0,777.0,703.0,363.0,196.0,68.0,18.0,0.0,92.0,16.0,21.0,625.0,1329.0,3.0,10.0,0.0,8.0,0.0,258.0,19.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2018.0,0.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvaneschi,Paolo,SALVANESCHI Paolo,M,ING-INF/05,BERGAMO,72085,1,9-s2.0-6602777332,37.0,153.0,6.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,15.0,0.0,22.0,0.0,0.0,0.0,0.0,13.0,14.0,36.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,23.0,0.0,1.0,2.0,2.0,3.0,0.0,3.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gervasi,Vincenzo,GERVASI Vincenzo,M,INF/01,PISA,54966,1,9-s2.0-6602711200,65.0,1329.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,114.0,18.0,0.0,38.0,57.0,89.0,74.0,109.0,76.0,1.0,8.0,121.0,59.0,19.0,53.0,2.0,42.0,16.0,24.0,0.0,0.0,0.0,0.0,22.0,5.0,2.0,97.0,3.0,1.0,20.0,0.0,1.0,0.0,24.0,7.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014.0,2014.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Torchiano,Marco,TORCHIANO Marco,M,ING-INF/05,Politecnico di TORINO,28282,2,9-s2.0-6602571197,158.0,2532.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,2.0,6.0,7.0,7.0,7.0,10.0,9.0,6.0,9.0,5.0,5.0,8.0,8.0,9.0,8.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,29.0,68.0,10.0,133.0,33.0,160.0,152.0,253.0,145.0,73.0,105.0,111.0,242.0,87.0,62.0,109.0,32.0,17.0,4.0,0.0,47.0,8.0,4.0,162.0,57.0,0.0,15.0,1.0,3.0,2.0,71.0,10.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2018.0,0.0,2022.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francese,Rita,FRANCESE Rita,F,INF/01,SALERNO,33844,1,9-s2.0-6602289285,115.0,912.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,4.0,7.0,5.0,13.0,6.0,3.0,2.0,7.0,6.0,3.0,8.0,5.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,19.0,21.0,8.0,104.0,292.0,59.0,109.0,25.0,6.0,43.0,43.0,6.0,10.0,10.0,14.0,5.0,0.0,32.0,4.0,9.0,5.0,104.0,3.0,13.0,0.0,3.0,0.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014.0,2016.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Di nitto,Elisabetta,DI NITTO Elisabetta,F,ING-INF/05,Politecnico di MILANO,5456,2,9-s2.0-6602196755,155.0,3140.0,31.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,11.0,8.0,10.0,4.0,16.0,6.0,6.0,11.0,8.0,7.0,4.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,52.0,0.0,139.0,59.0,19.0,53.0,4.0,0.0,276.0,185.0,262.0,87.0,92.0,311.0,111.0,111.0,214.0,143.0,33.0,38.0,12.0,24.0,0.0,0.0,15.0,12.0,9.0,163.0,94.0,7.0,38.0,4.0,2.0,169.0,419.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2013.0,0.0,2016.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Arcelli fontana,Francesca,ARCELLI FONTANA Francesca,F,ING-INF/05,MILANO-BICOCCA,75677,1,9-s2.0-6601971118,146.0,2491.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,5.0,2.0,0.0,3.0,11.0,3.0,2.0,5.0,9.0,3.0,3.0,6.0,8.0,12.0,11.0,10.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,36.0,35.0,32.0,0.0,8.0,45.0,13.0,17.0,34.0,222.0,235.0,158.0,36.0,350.0,332.0,170.0,175.0,69.0,102.0,1.0,0.0,37.0,7.0,11.0,29.0,327.0,4.0,9.0,0.0,2.0,0.0,5.0,5.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2018.0,0.0,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
