,ID_x,Sex_x,ID_y,Sex_y
98,170,male,98,male
314,170,male,314,female
326,170,male,326,female
336,170,male,336,male
438,170,male,438,female
497,170,male,497,male
506,170,male,506,male
522,170,male,522,male
526,170,male,526,male
550,170,male,550,male
960,170,male,960,male
1106,170,male,1106,male
1118,170,male,1118,male
1297,170,male,1297,female
1334,170,male,1334,male
1362,170,male,1362,male
1519,170,male,1519,male
1522,170,male,1522,male
1535,170,male,1535,male
1545,170,male,1545,male
1548,170,male,1548,female
1549,170,male,1549,male
1552,170,male,1552,male
1556,170,male,1556,male
1638,170,male,1638,male
1776,170,male,1776,male
2023,170,male,2023,male
2107,170,male,2107,male
2887,170,male,2887,male
2931,170,male,2931,male
3238,170,male,3238,male
3545,170,male,3545,male
3546,170,male,3546,male
3581,170,male,3581,male
3601,170,male,3601,female
3635,170,male,3635,female
73,172,male,73,female
155,172,male,155,female
175,172,male,175,male
327,172,male,327,male
457,172,male,457,male
545,172,male,545,male
592,172,male,592,male
602,172,male,602,male
973,172,male,973,male
1525,172,male,1525,male
1787,172,male,1787,male
1976,172,male,1976,female
2380,172,male,2380,male
2580,172,male,2580,female
2587,172,male,2587,male
2591,172,male,2591,male
2595,172,male,2595,female
2612,172,male,2612,male
2630,172,male,2630,male
2639,172,male,2639,male
2650,172,male,2650,male
2691,172,male,2691,male
2768,172,male,2768,male
2945,172,male,2945,female
2957,172,male,2957,female
3075,172,male,3075,male
3118,172,male,3118,male
3446,172,male,3446,male
3449,172,male,3449,male
3599,172,male,3599,male
94,173,male,94,female
108,173,male,108,male
209,173,male,209,male
545,173,male,545,male
592,173,male,592,male
1038,173,male,1038,male
2667,173,male,2667,male
3458,173,male,3458,male
125,175,male,125,male
155,175,male,155,female
172,175,male,172,male
296,175,male,296,male
602,175,male,602,male
1525,175,male,1525,male
1542,175,male,1542,male
1616,175,male,1616,female
2580,175,male,2580,female
2587,175,male,2587,male
2591,175,male,2591,male
2595,175,male,2595,female
2612,175,male,2612,male
2630,175,male,2630,male
2650,175,male,2650,male
2945,175,male,2945,female
2957,175,male,2957,female
3212,175,male,3212,male
3449,175,male,3449,male
73,177,male,73,female
172,177,male,172,male
288,177,male,288,male
300,177,male,300,male
533,177,male,533,male
1129,177,male,1129,female
1242,177,male,1242,male
1356,177,male,1356,female
1524,177,male,1524,male
2895,177,male,2895,male
2915,177,male,2915,male
2926,177,male,2926,male
3100,177,male,3100,male
95,178,male,95,male
172,178,male,172,male
324,178,male,324,male
531,178,male,531,male
545,178,male,545,male
573,178,male,573,male
1787,178,male,1787,male
2582,178,male,2582,male
2589,178,male,2589,male
3633,178,male,3633,female
80,179,male,80,male
121,179,male,121,male
132,179,male,132,male
159,179,male,159,male
318,179,male,318,male
327,179,male,327,male
536,179,male,536,male
546,179,male,546,female
567,179,male,567,male
568,179,male,568,male
581,179,male,581,female
599,179,male,599,female
1123,179,male,1123,male
2961,179,male,2961,male
126,180,male,126,female
152,180,male,152,male
215,180,male,215,male
284,180,male,284,male
334,180,male,334,male
497,180,male,497,male
522,180,male,522,male
528,180,male,528,male
1790,180,male,1790,male
2068,180,male,2068,male
2351,180,male,2351,male
2487,180,male,2487,male
2593,180,male,2593,male
2668,180,male,2668,male
2771,180,male,2771,male
2777,180,male,2777,male
1645,181,male,1645,male
2719,181,male,2719,male
125,183,male,125,male
318,183,male,318,male
2099,183,male,2099,male
2621,183,male,2621,male
2655,183,male,2655,male
3470,183,male,3470,male
3601,183,male,3601,female
117,184,male,117,male
128,184,male,128,male
169,184,male,169,male
262,184,male,262,male
318,184,male,318,male
332,184,male,332,male
349,184,male,349,male
446,184,male,446,male
521,184,male,521,male
581,184,male,581,female
1055,184,male,1055,male
1098,184,male,1098,male
1139,184,male,1139,male
1148,184,male,1148,male
1224,184,male,1224,male
1273,184,male,1273,female
1314,184,male,1314,male
1333,184,male,1333,male
1343,184,male,1343,male
1728,184,male,1728,male
2130,184,male,2130,male
2426,184,male,2426,female
2898,184,male,2898,male
2917,184,male,2917,male
2961,184,male,2961,male
2962,184,male,2962,male
1732,185,male,1732,male
2442,185,male,2442,female
2933,185,male,2933,male
3611,185,male,3611,male
96,187,male,96,male
132,187,male,132,male
469,187,male,469,male
526,187,male,526,male
1072,187,male,1072,male
1075,187,male,1075,male
1557,187,male,1557,male
1808,187,male,1808,male
2178,187,male,2178,male
2578,187,male,2578,male
2629,187,male,2629,male
3090,187,male,3090,male
3642,187,male,3642,male
97,188,male,97,male
116,188,male,116,male
280,188,male,280,male
1563,188,male,1563,male
2000,188,male,2000,male
284,189,male,284,male
1379,189,male,1379,male
1539,189,male,1539,female
2418,189,male,2418,male
2870,189,male,2870,male
3542,189,male,3542,male
3560,189,male,3560,male
151,190,male,151,male
313,192,male,313,male
2050,192,male,2050,male
3618,192,male,3618,male
124,193,female,124,male
125,193,female,125,male
209,193,female,209,male
284,193,female,284,male
573,193,female,573,male
602,193,female,602,male
1018,193,female,1018,male
1279,193,female,1279,male
1285,193,female,1285,male
1345,193,female,1345,male
1373,193,female,1373,female
2582,193,female,2582,male
2655,193,female,2655,male
2953,193,female,2953,male
2976,193,female,2976,male
2979,193,female,2979,female
3215,193,female,3215,male
3414,193,female,3414,male
124,194,male,124,male
132,194,male,132,male
148,194,male,148,male
153,194,male,153,male
200,194,male,200,male
209,194,male,209,male
284,194,male,284,male
290,194,male,290,male
450,194,male,450,male
507,194,male,507,male
1075,194,male,1075,male
1314,194,male,1314,male
1629,194,male,1629,male
1947,194,male,1947,male
2284,194,male,2284,male
2376,194,male,2376,male
2430,194,male,2430,male
2585,194,male,2585,male
2695,194,male,2695,male
2696,194,male,2696,male
2857,194,male,2857,male
2956,194,male,2956,male
2990,194,male,2990,female
3461,194,male,3461,male
3535,194,male,3535,male
3601,194,male,3601,female
3658,194,male,3658,female
69,196,male,69,female
139,196,male,139,female
153,196,male,153,male
305,196,male,305,male
450,196,male,450,male
487,196,male,487,male
592,196,male,592,male
698,196,male,698,male
1536,196,male,1536,female
1539,196,male,1539,female
1541,196,male,1541,male
1544,196,male,1544,female
1549,196,male,1549,male
2178,196,male,2178,male
2179,196,male,2179,male
2961,196,male,2961,male
2963,196,male,2963,male
3164,196,male,3164,male
3269,196,male,3269,male
3536,196,male,3536,male
3546,196,male,3546,male
3548,196,male,3548,male
534,197,male,534,male
589,197,male,589,male
1096,197,male,1096,male
1254,197,male,1254,male
1301,197,male,1301,male
1402,197,male,1402,male
1764,197,male,1764,male
2895,197,male,2895,male
2898,197,male,2898,male
2907,197,male,2907,male
3077,197,male,3077,male
3109,197,male,3109,male
73,198,male,73,female
134,198,male,134,male
585,198,male,585,male
589,198,male,589,male
956,198,male,956,male
1054,198,male,1054,female
1100,198,male,1100,male
1213,198,male,1213,male
1700,198,male,1700,male
1800,198,male,1800,male
1950,198,male,1950,male
2122,198,male,2122,male
2160,198,male,2160,male
2855,198,male,2855,male
2889,198,male,2889,male
2908,198,male,2908,male
2910,198,male,2910,female
2916,198,male,2916,male
2924,198,male,2924,male
2976,198,male,2976,male
3064,198,male,3064,male
3075,198,male,3075,male
3086,198,male,3086,male
3125,198,male,3125,male
3656,198,male,3656,male
2123,199,male,2123,male
194,200,male,194,male
290,200,male,290,male
316,200,male,316,male
336,200,male,336,male
539,200,male,539,male
577,200,male,577,male
590,200,male,590,male
1010,200,male,1010,male
1089,200,male,1089,male
1091,200,male,1091,male
1158,200,male,1158,male
1247,200,male,1247,male
1372,200,male,1372,male
1398,200,male,1398,male
1557,200,male,1557,male
1710,200,male,1710,female
1723,200,male,1723,male
1759,200,male,1759,male
1957,200,male,1957,male
2112,200,male,2112,female
2203,200,male,2203,male
2378,200,male,2378,female
2496,200,male,2496,male
2631,200,male,2631,male
2670,200,male,2670,male
2726,200,male,2726,female
2890,200,male,2890,male
2943,200,male,2943,male
2953,200,male,2953,male
2990,200,male,2990,female
3015,200,male,3015,male
3116,200,male,3116,male
3548,200,male,3548,male
3559,200,male,3559,male
1087,201,male,1087,female
2728,201,male,2728,male
73,202,female,73,female
104,202,female,104,male
115,202,female,115,male
548,202,female,548,male
568,202,female,568,male
581,202,female,581,female
651,202,female,651,male
716,202,female,716,male
1356,202,female,1356,female
1954,202,female,1954,male
3654,202,female,3654,female
159,204,male,159,male
313,204,male,313,male
447,204,male,447,male
526,204,male,526,male
1779,205,male,1779,male
2984,205,male,2984,male
284,206,male,284,male
305,206,male,305,male
526,206,male,526,male
528,206,male,528,male
562,206,male,562,male
602,206,male,602,male
1085,206,male,1085,male
1139,206,male,1139,male
1187,206,male,1187,male
1247,206,male,1247,male
1314,206,male,1314,male
1638,206,male,1638,male
2124,206,male,2124,male
2138,206,male,2138,male
2183,206,male,2183,male
2524,206,male,2524,male
2641,206,male,2641,female
2668,206,male,2668,male
2956,206,male,2956,male
3656,206,male,3656,male
626,207,female,626,male
70,209,male,70,male
115,209,male,115,male
124,209,male,124,male
173,209,male,173,male
194,209,male,194,male
602,209,male,602,male
1066,209,male,1066,male
1259,209,male,1259,male
2601,209,male,2601,female
2935,209,male,2935,male
69,210,female,69,female
1544,210,female,1544,female
2912,210,female,2912,male
64,211,female,64,male
280,211,female,280,male
573,211,female,573,male
3394,211,female,3394,male
60,213,male,60,male
142,213,male,142,male
318,213,male,318,male
2893,213,male,2893,male
194,214,female,194,male
280,214,female,280,male
1010,214,female,1010,male
1682,214,female,1682,male
2616,214,female,2616,male
3601,214,female,3601,female
3650,214,female,3650,female
126,215,male,126,female
150,215,male,150,male
152,215,male,152,male
180,215,male,180,male
284,215,male,284,male
528,215,male,528,male
2068,215,male,2068,male
2577,215,male,2577,male
2641,215,male,2641,female
3436,215,male,3436,male
152,216,male,152,male
240,216,male,240,male
278,216,male,278,female
284,216,male,284,male
324,216,male,324,male
467,216,male,467,female
577,216,male,577,male
589,216,male,589,male
1005,216,male,1005,male
1010,216,male,1010,male
1018,216,male,1018,male
1048,216,male,1048,male
1111,216,male,1111,male
1245,216,male,1245,male
1273,216,male,1273,female
1313,216,male,1313,male
1642,216,male,1642,male
2461,216,male,2461,male
2627,216,male,2627,male
2631,216,male,2631,male
2806,216,male,2806,male
2887,216,male,2887,male
2956,216,male,2956,male
3026,216,male,3026,male
3241,216,male,3241,female
3414,216,male,3414,male
3601,216,male,3601,female
151,217,male,151,male
573,217,male,573,male
2935,217,male,2935,male
3638,217,male,3638,male
268,219,male,268,male
1106,219,male,1106,male
2931,219,male,2931,male
1146,222,male,1146,female
2948,225,male,2948,male
3195,225,male,3195,male
3577,226,female,3577,male
3546,227,male,3546,male
3113,228,male,3113,male
1316,230,male,1316,male
2895,230,male,2895,male
2915,230,male,2915,male
521,233,male,521,male
548,233,male,548,male
581,233,male,581,female
859,233,male,859,male
3236,233,male,3236,female
2587,235,male,2587,male
345,239,male,345,male
1953,239,male,1953,female
3108,239,male,3108,male
1106,241,male,1106,male
1522,241,male,1522,male
2887,241,male,2887,male
2931,241,male,2931,male
3240,241,male,3240,male
1162,244,male,1162,male
1343,244,male,1343,male
285,247,male,285,male
766,247,male,766,female
952,247,male,952,male
3664,247,male,3664,male
374,251,female,374,male
948,251,female,948,male
1351,251,female,1351,male
2927,251,female,2927,male
3241,251,female,3241,female
2903,257,male,2903,male
2930,257,male,2930,male
3135,257,male,3135,male
3173,257,male,3173,male
3223,257,male,3223,female
858,263,female,858,female
2945,263,female,2945,female
150,264,female,150,male
415,265,male,415,male
1971,265,male,1971,male
53,267,male,53,male
1096,267,male,1096,male
2326,267,male,2326,male
219,268,male,219,male
2945,268,male,2945,female
2893,269,male,2893,male
77,270,male,77,male
139,270,male,139,female
200,270,male,200,male
280,270,male,280,male
542,270,male,542,male
554,270,male,554,female
1013,270,male,1013,male
1278,270,male,1278,male
1587,270,male,1587,male
1715,270,male,1715,male
3212,270,male,3212,male
69,271,male,69,female
155,271,male,155,female
162,271,male,162,male
210,271,male,210,female
219,271,male,219,male
336,271,male,336,male
339,271,male,339,male
567,271,male,567,male
602,271,male,602,male
1202,271,male,1202,male
1316,271,male,1316,male
1373,271,male,1373,female
1542,271,male,1542,male
1544,271,male,1544,female
2820,271,male,2820,male
2895,271,male,2895,male
2898,271,male,2898,male
2915,271,male,2915,male
3389,273,male,3389,male
3428,273,male,3428,female
73,274,male,73,female
470,274,male,470,male
782,274,male,782,male
1747,274,male,1747,male
2122,274,male,2122,male
2422,274,male,2422,male
2577,274,male,2577,male
2652,274,male,2652,male
3618,274,male,3618,male
159,276,male,159,male
186,276,male,186,male
521,276,male,521,male
568,276,male,568,male
2104,276,male,2104,male
2752,276,male,2752,male
2887,276,male,2887,male
2893,276,male,2893,male
2963,276,male,2963,male
284,278,female,284,male
319,278,female,319,female
526,278,female,526,male
1048,278,female,1048,male
1123,278,female,1123,male
1239,278,female,1239,male
1313,278,female,1313,male
1314,278,female,1314,male
1369,278,female,1369,male
1461,278,female,1461,female
1625,278,female,1625,male
2684,278,female,2684,male
2935,278,female,2935,male
3045,278,female,3045,female
3127,278,female,3127,female
228,279,male,228,male
1575,279,male,1575,male
2799,279,male,2799,male
3638,279,male,3638,male
77,280,male,77,male
222,280,male,222,male
308,280,male,308,male
554,280,male,554,female
716,280,male,716,male
1278,280,male,1278,male
1316,280,male,1316,male
1587,280,male,1587,male
1715,280,male,1715,male
2893,280,male,2893,male
3394,280,male,3394,male
2327,281,male,2327,male
8,284,male,8,male
66,284,male,66,male
125,284,male,125,male
126,284,male,126,female
150,284,male,150,male
152,284,male,152,male
180,284,male,180,male
189,284,male,189,male
194,284,male,194,male
215,284,male,215,male
290,284,male,290,male
507,284,male,507,male
528,284,male,528,male
590,284,male,590,male
781,284,male,781,female
1066,284,male,1066,male
1239,284,male,1239,male
1313,284,male,1313,male
1369,284,male,1369,male
1372,284,male,1372,male
1625,284,male,1625,male
2032,284,male,2032,female
2150,284,male,2150,female
2378,284,male,2378,female
2684,284,male,2684,male
2927,284,male,2927,male
2935,284,male,2935,male
2956,284,male,2956,male
2974,284,male,2974,male
2979,284,male,2979,female
3094,284,male,3094,female
3116,284,male,3116,male
3117,284,male,3117,male
3147,284,male,3147,male
3203,284,male,3203,male
3212,284,male,3212,male
3241,284,male,3241,female
3414,284,male,3414,male
3525,284,male,3525,male
3601,284,male,3601,female
3633,284,male,3633,female
3656,284,male,3656,male
34,285,male,34,male
1800,285,male,1800,male
3403,285,male,3403,male
16,286,male,16,male
66,287,male,66,male
85,287,male,85,male
128,287,male,128,male
200,287,male,200,male
284,287,male,284,male
290,287,male,290,male
319,287,male,319,female
539,287,male,539,male
1066,287,male,1066,male
1123,287,male,1123,male
1239,287,male,1239,male
1313,287,male,1313,male
1345,287,male,1345,male
1369,287,male,1369,male
1372,287,male,1372,male
1625,287,male,1625,male
1992,287,male,1992,male
2031,287,male,2031,male
2582,287,male,2582,male
2684,287,male,2684,male
2935,287,male,2935,male
2956,287,male,2956,male
3045,287,male,3045,female
3525,287,male,3525,male
3601,287,male,3601,female
3639,287,male,3639,female
65,288,male,65,male
177,288,male,177,male
